*.cares.vn,
*.cellphones.com.vn,
*.dienthoaivui.com.vn
https://accounts.coccoc.com,
https://accounts.google.com,
https://analytics.google.com,
https://business.google.com,
https://calendar.google.com,
https://cares.vn,
https://cellphones.com.vn,
https://chromewebstore.google.com,
https://coccoc.com,
https://coccoc.com.vn,
https://dienthoaivui.com.vn,
https://docs.google.com,
https://drive.google.com,
https://drive.usercontent.google.com,
https://gemini.google.com,
https://gmail.com,
https://google.com,
https://google.com.vn,
https://google.gg,
https://lens.google,
https://lookerstudio.google.com,
https://mail.google.com,
https://maps.app.goo.gl,
https://maps.google.com,
https://maps.google.gg,
https://masothue.com,
https://meet.google.com,
https://microsoft.com,
https://myaccount.google.com,
https://photos.google.com,
https://search.google.com,
https://sites.google.com,
https://translate.google.com,
https://www.google.com,
https://www.google.com.vn,
https://www.google.gg,
https://www.google-analytics.com,
https://googletagmanager.com,
https://youtube.com,
https://www.youtube.com
